,Product_code,Product_name,Rating,number_of_reveiws,Price,Images,Link,Reveiw Link,Avg_rev_rating,rev_rat_dist,rev_tone_dist
103,B09GB9Q79B,"(Renewed) HP Chromebook x360 14-inch (35.56 cms) Thin & Light Touchscreen Laptop (AMD 3015CE/4GB/64GB eMMC Storage/Chrome OS/Mineral Silver/1.49 kg), 14a-cb0007AU  ",5.0,1,"₹26,342",https://m.media-amazon.com/images/I/81c8tO4ibAL._AC_UY218_.jpg,https://www.amazon.in/Renewed-HP-Chromebook-Touchscreen-14a-cb0007AU/dp/B09GB9Q79B/ref=sr_1_175?keywords=laptop&qid=1636205446&sr=8-175,,,,
104,B09F3QDFQQ,"Dell 15 (2021) i5-10500H Gaming Laptop, 16GB, 512GB SSD, Win 10 + MS Office, NVIDIA GTX 1650 4GB Graphics, 15.6"" (39.61 cms) FHD Display, Backlit KB Orange, Dark Shadow Grey (G15 5510, D560606WIN9B)  ",4.3,8,"₹33,142",https://m.media-amazon.com/images/I/61LVwo050hS._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-10500H-G15-5510-D560606WIN9B/dp/B09F3QDFQQ/ref=sr_1_178?keywords=laptop&qid=1636205446&sr=8-178,https://www.amazon.in/Dell-i5-10500H-G15-5510-D560606WIN9B/product-reviews/B09F3QDFQQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
105,B097SZMNQH,"Dell Inspiron 3501 39.62 cm (15.6"") FHD Display Laptop (i3-1115G4 / 4GB / 256GB SSD / Integrated Graphics / Win10 + MSO / Accent Black) D560492WIN9BE  ",3.8,63,"₹41,990",https://m.media-amazon.com/images/I/51jPUwqQTFL._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560492WIN9BE/dp/B097SZMNQH/ref=sr_1_179?keywords=laptop&qid=1636205446&sr=8-179,https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560492WIN9BE/product-reviews/B097SZMNQH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.0,9 4 1 11,3 17 5
106,B07N95H32F,"(Renewed) Dell Latitude Intel 4th Gen Core i5 14-Inch (35.56 cms) 1366x768 Laptop (4 GB/240 GB/Windows 10/Integrated Graphics/Gray/2 kg), E5440-i5-4 GB-240 GB  ",5.0,2,"₹29,689",https://m.media-amazon.com/images/I/51NW0q-szmL._AC_UY218_.jpg,https://www.amazon.in/Latitude-E5440-i5-4-GB-240-GB-Integrated/dp/B07N95H32F/ref=sr_1_180?keywords=laptop&qid=1636205446&sr=8-180,https://www.amazon.in/Latitude-E5440-i5-4-GB-240-GB-Integrated/product-reviews/B07N95H32F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
107,B09HXL97FM,(Renewed) Lenovo ThinkPad 14 inch (35.56 cm) HD Laptop (i3 2nd Gen/4 GB RAM/320 GB HDD/Wifi/Bluetooth/Windows 10 Pro/MS Office/Webcam/Integrated Graphics)  ,4.0,1,"₹22,999",https://m.media-amazon.com/images/I/71KyidXwPkL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkPad-Bluetooth-Integrated-Graphics/dp/B09HXL97FM/ref=sr_1_179?keywords=laptop&qid=1636205449&sr=8-179,,,,
108,B097SYQL3M,"Dell 14 (2021) i3-1125G4 2in1 Touch Screen Laptop, 8Gb RAM, 256Gb SSD, 14” (35.56 cms) FHD Display, Win 10 + MSO, Backlit KB + FPR, Silver Color (Inspiron 5410, D560563WIN9S)  ",3.7,159,"₹56,000",https://m.media-amazon.com/images/I/71hFNVZKcoS._AC_UY218_.jpg,https://www.amazon.in/Dell-i3-1125G4-Inspiron-5410-D560563WIN9S/dp/B097SYQL3M/ref=sr_1_180?keywords=laptop&qid=1636205449&sr=8-180,https://www.amazon.in/Dell-i3-1125G4-Inspiron-5410-D560563WIN9S/product-reviews/B097SYQL3M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.26,18 14 6 3 16,11 34 12
109,B09CCQ453Z,"ASUS TUF Gaming F17 (2021) 17.3-inch (43.94 cms) FHD 144Hz, Intel Core i5-11400H 11th Gen, RTX 3050 Ti 4GB Graphics, Gaming Laptop (16GB/512GB SSD/Windows 10/Gray/2.6 Kg), FX766HE-HX054T  ",3.0,2,"₹95,990",https://m.media-amazon.com/images/I/81URizOYflL._AC_UY218_.jpg,https://www.amazon.in/ASUS-17-3-inch-i5-11400H-RTX-3050-Ti-FX766HE-HX054T/dp/B09CCQ453Z/ref=sr_1_181?keywords=laptop&qid=1636205449&sr=8-181,https://www.amazon.in/ASUS-17-3-inch-i5-11400H-RTX-3050-Ti-FX766HE-HX054T/product-reviews/B09CCQ453Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
110,B09F3Q53LZ,"Dell 14 (2021) i3-1125G4 2in1 Touch Screen Laptop, 8GB, 256GB SSD, Win 10 + MS Office, 14.0"" (35.56 cms) FHD Display, Dell Active Pen, Backlit KB + FPR, Platinum Silver (Inspiron 5410, D560471WIN9S)  ",2.9,4,"₹52,620",https://m.media-amazon.com/images/I/618nCW+Qk+S._AC_UY218_.jpg,https://www.amazon.in/Dell-i3-1125G4-Platinum-5410-D560471WIN9S/dp/B09F3Q53LZ/ref=sr_1_182?keywords=laptop&qid=1636205449&sr=8-182,https://www.amazon.in/Dell-i3-1125G4-Platinum-5410-D560471WIN9S/product-reviews/B09F3Q53LZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
111,B09GW2F4XV,"Lenovo ThinkBook 15 Intel 11th Gen Core i7 15.6"" (39.62 cm) FHD IPS 300 nits Antiglare 100% sRGB Thin and Light Laptop (16GB/512GB SSD/Windows 10/MS Office/3 Yr Onsite Warranty/1.7 Kg), 20VEA0HHIH  ",3.8,14,"₹88,990",https://m.media-amazon.com/images/I/613KupQMpLL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Warranty-20VEA0HHIH/dp/B09GW2F4XV/ref=sr_1_184?keywords=laptop&qid=1636205449&sr=8-184,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Warranty-20VEA0HHIH/product-reviews/B09GW2F4XV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
112,B09JC1M1KY,"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i3 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 11/MS Office 2021/2 Year Warranty/Arctic Grey/1.65Kg), 82H80238IN  ",5.0,1,"₹43,490",https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82H80238IN/dp/B09JC1M1KY/ref=sr_1_186?keywords=laptop&qid=1636205449&sr=8-186,,,,
113,B09FHSQTK4,"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6""(39.62cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/2GB Nvidia MX330 Graphics/2Yr Warranty/Windows 10/Office/300Nits/Platinum Grey/1.7Kg), 81WB013BIN  ",4.0,1,"₹53,990",https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Graphics-Warranty-Platinum-81WB013BIN/dp/B09FHSQTK4/ref=sr_1_190?keywords=laptop&qid=1636205449&sr=8-190,,,,
114,B09CCXCF7S,"ASUS TUF Dash F15 (2021) 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-11370H 11th Gen, RTX 3060 6GB Graphics, Gaming Laptop (16GB/512GB SSD/Office 2019/Windows 10/Gray/2 Kg), FX516PM-HN175TS  ",4.2,7,"₹1,09,990",https://m.media-amazon.com/images/I/81stVUZ+WuL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Dash-F15-15-6-inch-i7-11370H-FX516PM-HN175TS/dp/B09CCXCF7S/ref=sr_1_191?keywords=laptop&qid=1636205449&sr=8-191,https://www.amazon.in/ASUS-Dash-F15-15-6-inch-i7-11370H-FX516PM-HN175TS/product-reviews/B09CCXCF7S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
115,B099X7YBDL,"Dell Inspiron 3501 5.6"" FHD AG Display Laptop (i5-1135G7/ 4GB/ 1TB HDD + 256GB SSD/ Integrated Graphics/ Win 10 + MS Office/ Black) D560488WIN9B  ",5.0,2,"₹55,490",https://m.media-amazon.com/images/I/51jPUwqQTFL._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560488WIN9B/dp/B099X7YBDL/ref=sr_1_193?keywords=laptop&qid=1636205449&sr=8-193,https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560488WIN9B/product-reviews/B099X7YBDL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
116,B095KPHGYQ,"Lenovo IdeaPad Slim 3 (2021)| 11th Gen Intel Core i3 |14""FHD IPS Thin and Light Laptop|4side narrow bezel (8GB/512GB SSD/Win10/Office 2019/Backlit KB/Fingerprint Reader/Arctic Grey/1.41Kg), 82H700K7IN  ",4.2,273,"₹49,800",https://m.media-amazon.com/images/I/61XJ6xrICAL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-IdeaPad-Backlit-Fingerprint-82H700K7IN/dp/B095KPHGYQ/ref=sr_1_196?keywords=laptop&qid=1636205449&sr=8-196,https://www.amazon.in/Lenovo-IdeaPad-Backlit-Fingerprint-82H700K7IN/product-reviews/B095KPHGYQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.06,58 21 4 3 14,12 79 9
117,B099ZZDCFL,"Acer Swift 3 AMD Ryzen 5 5500U 14-inch (35.56 cms) Full HD IPS Thin and Light Laptop (8 GB RAM/512GB SSD/Windows 10/AMD Radeon Graphics /MS Office/Alexa Built-in/1.2Kg/Silver), SF314-43, Large  ",4.6,3,"₹59,999",https://m.media-amazon.com/images/I/81dh5YAU-oL._AC_UY218_.jpg,https://www.amazon.in/Acer-14-inch-Windows-Graphics-SF314-43/dp/B099ZZDCFL/ref=sr_1_195?keywords=laptop&qid=1636205452&sr=8-195,https://www.amazon.in/Acer-14-inch-Windows-Graphics-SF314-43/product-reviews/B099ZZDCFL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
118,B09F3NGT33,"Dell 14 (2021) i5-1155G7 2in1 Touch Screen Laptop, 16GB, 512GB SSD, Win 10 + MS Office, 14.0"" (35.56 cms) FHD Display, Backlit KB + FPR + Pen, Platinum Silver (Inspiron 5410, D560619WIN9S)  ",1.0,1,"₹74,190",https://m.media-amazon.com/images/I/618nCW+Qk+S._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-1155G7-Platinum-5410-D560619WIN9S/dp/B09F3NGT33/ref=sr_1_197?keywords=laptop&qid=1636205452&sr=8-197,,,,
119,B08P3M22QQ,"Lenovo Yoga 7i 11th Gen Intel Core i7-1165G7 14 inches FHD IPS 2-in-1 Touchscreen Business Laptop (16GB/512GB SSD/Windows 10/MS Office/Digital Pen/Fingerprint Reader/Slate Grey/1.43Kg), 82BH004HIN  ",4.4,56,"₹1,04,890",https://m.media-amazon.com/images/I/719CfPeuu5L._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Touchscreen-Fingerprint-Aluminium-82BH004HIN/dp/B08P3M22QQ/ref=sr_1_198?keywords=laptop&qid=1636205452&sr=8-198,https://www.amazon.in/Lenovo-Touchscreen-Fingerprint-Aluminium-82BH004HIN/product-reviews/B08P3M22QQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.05,11 5 1 3,15 5
120,B08YRNVXN1,"AVITA Essential Refresh NE14A2INC44A-CR Intel Celeron-N4020 14 inches Laptop, 4GB/256GB SSD/Windows 10 Home/FHD/Integrated Graphics, Concrete Grey, 1.37kg  ",3.8,98,"₹25,999",https://m.media-amazon.com/images/I/61NsZ6UrfPL._AC_UY218_.jpg,https://www.amazon.in/AVITA-Essential-NE14A2INC44A-CR-Celeron-N4020-Integrated/dp/B08YRNVXN1/ref=sr_1_199?keywords=laptop&qid=1636205452&sr=8-199,https://www.amazon.in/AVITA-Essential-NE14A2INC44A-CR-Celeron-N4020-Integrated/product-reviews/B08YRNVXN1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.67,15 9 4 1 7,7 22 7
121,B09G3CQXSD,"Lenovo ThinkBook 15 Intel 11th Gen Core i7 15.6""(39.62 cm)FHD IPS 300 nits Antiglare 100% sRGB Thin & Light Laptop(16GB/1TB HDD+128GB SSD/Windows 10/MS Office/3 Yr Onsite Warranty/1.7 Kg) 20VEA0HBIH  ",3.8,14,"₹85,990",https://m.media-amazon.com/images/I/613KupQMpLL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Warranty-20VEA0HBIH/dp/B09G3CQXSD/ref=sr_1_200?keywords=laptop&qid=1636205452&sr=8-200,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Warranty-20VEA0HBIH/product-reviews/B09G3CQXSD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
122,B09C5WY7BM,"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.39Kg), 82FE00T9IN  ",3.4,6,"₹59,700",https://m.media-amazon.com/images/I/6177wJ0CIrL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Keyboard-Fingerprint-Graphite-82FE00T9IN/dp/B09C5WY7BM/ref=sr_1_201?keywords=laptop&qid=1636205452&sr=8-201,https://www.amazon.in/Lenovo-Keyboard-Fingerprint-Graphite-82FE00T9IN/product-reviews/B09C5WY7BM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
123,B09C2G5Z6D,(Renewed) Acer Aspire 5 Thin & Light 11th Gen Core i5 Laptop (8 GB RAM/1 TB HDD/Windows 10/Intel Iris Xe Graphics/Backlit Keyboard/1.65Kg/Silver)- 15.6-inch(35.56 cms) FHD Screen A515-56  ,3.0,2,"₹39,192",https://m.media-amazon.com/images/I/41OUKLuYDBL._AC_UY218_.jpg,https://www.amazon.in/Renewed-Acer-Graphics-Keyboard-15-6-inch/dp/B09C2G5Z6D/ref=sr_1_202?keywords=laptop&qid=1636205452&sr=8-202,https://www.amazon.in/Renewed-Acer-Graphics-Keyboard-15-6-inch/product-reviews/B09C2G5Z6D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
124,B08G24RGKS,"HP 14 Ultra Thin & Light 14"" (35.56cms) Laptop (10th Gen i3-1005G1/8GB/256GB SSD/Win 10 Home/MS Office/1.47 Kg/Jet Black), 14s-cf3074TU  ",4.2,1518,"₹39,192",https://m.media-amazon.com/images/I/81MEmcBaxVL._AC_UY218_.jpg,https://www.amazon.in/HP-14-inch-Laptop-i3-1005G1-14s-cf3074TU/dp/B08G24RGKS/ref=sr_1_205?keywords=laptop&qid=1636205452&sr=8-205,https://www.amazon.in/HP-14-inch-Laptop-i3-1005G1-14s-cf3074TU/product-reviews/B08G24RGKS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.67,142 66 24 9 67,41 208 59
125,B09F3R7ZJ6,"Dell 15 (2021) i5-1135G7 Laptop, 8GB, 1TB HDD + 256GB SSD, Win 10 + MS Office, NVIDIA MX350 2GB Graphics, 15.6"" (39.61 cms) FHD Display, Carbon Color (Inspiron 3511, D560585WIN9BE)  ",3.6,44,"₹67,093",https://m.media-amazon.com/images/I/61XR0oGhF6L._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-1135G7-Graphics-3511-D560585WIN9BE/dp/B09F3R7ZJ6/ref=sr_1_206?keywords=laptop&qid=1636205452&sr=8-206,https://www.amazon.in/Dell-i5-1135G7-Graphics-3511-D560585WIN9BE/product-reviews/B09F3R7ZJ6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.63,5 6 6 2,1 15 3
126,B08HJZHTM1,"HP 15 Intel Pentium Gold 6405U Processor Entry Level 39.62 cms(15.6-inch) FHD Laptop (4GB/1TB/Win 10/Jet Black/1.74kg), 15s-du1052tu  ",3.4,883,"₹24,999",https://m.media-amazon.com/images/I/71FB8qoB78L._AC_UY218_.jpg,https://www.amazon.in/HP-Pentium-Processor-15-6-inch-15s-du1052tu/dp/B08HJZHTM1/ref=sr_1_208?keywords=laptop&qid=1636205452&sr=8-208,https://www.amazon.in/HP-Pentium-Processor-15-6-inch-15s-du1052tu/product-reviews/B08HJZHTM1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.28,45 22 26 16 136,48 86 111
127,B0999C3WM9,"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 14"" (35.56cm) FHD Thin & Light Laptop (8GB/256GB SSD/Windows 10/MS Office/Intel UHD Graphics/2 Year Warranty/Platinum Grey/1.5Kg), 81WA00K4IN  ",4.2,55,"₹40,949",https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Graphics-Warranty-Platinum-81WA00K4IN/dp/B0999C3WM9/ref=sr_1_211?keywords=laptop&qid=1636205452&sr=8-211,https://www.amazon.in/Lenovo-Graphics-Warranty-Platinum-81WA00K4IN/product-reviews/B0999C3WM9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.25,4 3 1 4,1 7 4
128,B08DDZLCQF,"AVITA Essential NE14A2INC433-MB 14"" (35.56cms) Laptop (Celeron N4000/4GB/128GB SSD/Window 10 Home in S Mode/Integrated Graphics), Matt Black  ",3.9,1172,"₹40,949",https://m.media-amazon.com/images/I/61YdFkoR9dL._AC_UY218_.jpg,https://www.amazon.in/AVITA-Essential-NE14A2INC433-MB-Integrated-Graphics/dp/B08DDZLCQF/ref=sr_1_212?keywords=laptop&qid=1636205452&sr=8-212,https://www.amazon.in/AVITA-Essential-NE14A2INC433-MB-Integrated-Graphics/product-reviews/B08DDZLCQF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.55,157 67 39 20 80,55 237 71
129,B096SHMYJJ,"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6 inches FHD, LED IPS Thin and Light Business Laptop (8GB/1TB+256GB SSD/Windows 10/Fingerprint Reader/Graphite Grey/1.66Kg) 82FG010BIN  ",4.1,243,"₹66,990",https://m.media-amazon.com/images/I/61WNxdAeAoL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Business-Fingerprint-Graphite-82FG010BIN/dp/B096SHMYJJ/ref=sr_1_211?keywords=laptop&qid=1636205456&sr=8-211,https://www.amazon.in/Lenovo-Business-Fingerprint-Graphite-82FG010BIN/product-reviews/B096SHMYJJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.41,30 14 5 4 20,6 47 20
130,B09GPB1ZS8,"ASUS VivoBook 14 Intel Core i3-10110U 10th Gen 14-inch FHD IPS Compact and Light Laptop (8GB RAM/1TB HDD/Windows 10/1 Yr. McAfee/Integrated UHD Graphics/Slate Grey/1.60 kg), X409FA-EB616T  ",5.0,1,"₹37,200",https://m.media-amazon.com/images/I/71+cBm-j0TL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-i3-10110U-Integrated-X409FA-EB616T/dp/B09GPB1ZS8/ref=sr_1_212?keywords=laptop&qid=1636205456&sr=8-212,,,,
131,B098FK9KQ2,Lenovo IdeaPad Slim 5 AMD Ryzen 5 5500U 15.6 inches FHD IPS Thin & Light Business Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.66Kg)  ,4.3,91,"₹56,800",https://m.media-amazon.com/images/I/71jP9Frsr6L._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Business-Keyboard-Fingerprint-Graphite/dp/B098FK9KQ2/ref=sr_1_213?keywords=laptop&qid=1636205456&sr=8-213,https://www.amazon.in/Lenovo-Business-Keyboard-Fingerprint-Graphite/product-reviews/B098FK9KQ2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.95,19 11 3 3 4,3 31 6
132,B0916C2XM3,ASUS VivoBook15 Intel Core i3-1115G4 15.6 inches Laptop (8GB RAM/256 GB NVMe SSD/Windows 10 Home+McAfee/Ms Office H&S 2019/FHD IPS/FP Reader/1.75 kg/Silver) X515EA-EJ312TS  ,4.2,45,"₹39,990",https://m.media-amazon.com/images/I/71hgzeX--TL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook15-i3-1115G4-15-6-inch-X515EA-EJ312TS/dp/B0916C2XM3/ref=sr_1_216?keywords=laptop&qid=1636205456&sr=8-216,https://www.amazon.in/ASUS-VivoBook15-i3-1115G4-15-6-inch-X515EA-EJ312TS/product-reviews/B0916C2XM3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.33,7 6 2,1 13 1
133,B099ZZX3QW,"Acer Aspire 5 11th Gen Core i5 15.6-inch (39.6 cms) Full HD Thin & Light Laptop- (8 GB/1TB HDD/Windows 10 Home/Intel Iris Xe Graphics/Pure Silver/1.65 KG), A515-56, Large  ",5.0,1,"₹50,949",https://m.media-amazon.com/images/I/71WbatK7HVL._AC_UY218_.jpg,https://www.amazon.in/Acer-15-6-inch-Laptop-Graphics-A515-56/dp/B099ZZX3QW/ref=sr_1_217?keywords=laptop&qid=1636205456&sr=8-217,,,,
134,B091N715Q8,"Dell Inspiron 3501 Intel 11th Gen Core i5-1135G7 15.6 inches FHD Laptop 8GB/256GB SSD + 1TB HDD/Windows 10 + MS Office 2019 (Soft Mint, 1.83 kg)  ",4.6,7,"₹61,390",https://m.media-amazon.com/images/I/51x4N8lvoVL._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-3501-i5-1135G7-Windows/dp/B091N715Q8/ref=sr_1_221?keywords=laptop&qid=1636205456&sr=8-221,https://www.amazon.in/Dell-Inspiron-3501-i5-1135G7-Windows/product-reviews/B091N715Q8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
135,B09GVRXZVP,"(Renewed) HP ProBook 640 G1 14-inch Laptop (Core i5 4th Gen/4GB Ram (Upgradable to 16Gb )/500gb Hdd /Windows 10 Pro/ 4 GB Intel HD Graphics,Wifi, Webcam) ( 6 Months Onsite Warranty )  ",3.0,1,"₹26,999",https://m.media-amazon.com/images/I/61Oa2SVfjWL._AC_UY218_.jpg,https://www.amazon.in/HP-640-Upgradable-Graphics-Warranty/dp/B09GVRXZVP/ref=sr_1_222?keywords=laptop&qid=1636205456&sr=8-222,https://www.amazon.in/HP-640-Upgradable-Graphics-Warranty/product-reviews/B09GVRXZVP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
136,B09BYZ5H4G,"Lenovo V14 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS 300 nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 10/MS Office/Iris® Xe Graphics/1 Year Onsite Warranty/1.60 kg), 82KA00LKIH  ",4.0,2,"₹48,990",https://m.media-amazon.com/images/I/41wak-a8wLL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-35-56cm-Graphics-Warranty-82KA00LKIH/dp/B09BYZ5H4G/ref=sr_1_223?keywords=laptop&qid=1636205456&sr=8-223,,,,
137,B092QWM5ZJ,"HP 250 G8 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10) 250 G8 Intel Core i5 Business Laptop 39.62 cm (15.6 inch, Black Grey, 1.78 kg)  ",3.3,10,"₹54,237",https://m.media-amazon.com/images/I/31tn0g4C1SS._AC_UY218_.jpg,https://www.amazon.in/HP-250-G8-Core-i5/dp/B092QWM5ZJ/ref=sr_1_224?keywords=laptop&qid=1636205456&sr=8-224,https://www.amazon.in/HP-250-G8-Core-i5/product-reviews/B092QWM5ZJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
138,B09GB44SLV,"Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6-inch (39.62 cm) Full HD Thin and Light Laptop (8GB RAM/256GB SSD/Windows 10 Home/MS Office/FPR/Black/1.7 kg), 20TDS0RN00  ",4.0,50,"₹48,010",https://m.media-amazon.com/images/I/61gMKYj-PVL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkPad-15-6-inch-Windows-20TDS0RN00/dp/B09GB44SLV/ref=sr_1_225?keywords=laptop&qid=1636205456&sr=8-225,https://www.amazon.in/Lenovo-ThinkPad-15-6-inch-Windows-20TDS0RN00/product-reviews/B09GB44SLV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3.53,5 6 2 1 3,13 4
139,B0919HLGYC,"Dell Inspiron 3501 39.62 cm (15.6"") FHD Display Laptop (11th Gen i3-1115G4/ 8GB / 1 TB HDD/ Integrated Graphics/ Win 10 + MSO/ Soft Mint Color) D560424WIN9S  ",3.6,97,"₹44,789",https://m.media-amazon.com/images/I/51Yre3zNXIS._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560424WIN9S/dp/B0919HLGYC/ref=sr_1_227?keywords=laptop&qid=1636205456&sr=8-227,https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560424WIN9S/product-reviews/B0919HLGYC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.85,10 1 2 1 12,4 13 9
140,B09BVCQYRG,"(Renewed) ASUS VivoBook 14 (2020), Intel Core i5-1035G1 10th Gen, 14-inch (35.56 cm) FHD, Thin and Light Laptop (8GB/512GB SSD/Office 2019/Windows 10/Integrated Graphics/Silver/1.6 Kg), X415JA-EK562TS  ",2.5,2,"₹40,792",https://m.media-amazon.com/images/I/71hqHZLlmkL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-i5-1035G1-Integrated-X415JA-EK562TS/dp/B09BVCQYRG/ref=sr_1_228?keywords=laptop&qid=1636205460&sr=8-228,https://www.amazon.in/ASUS-VivoBook-i5-1035G1-Integrated-X415JA-EK562TS/product-reviews/B09BVCQYRG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,
141,B09CH8MY6V,"Asus Vivobook ASUS X509FA-BR301T i3-10110U//4G/1T/TRANSPERANT SILVER/15.6"" HD/1Y International Warranty + McAfee//Finger Print/  ",5.0,1,"₹34,985",https://m.media-amazon.com/images/I/41+vkIxf6aL._AC_UY218_.jpg,https://www.amazon.in/Vivobook-ASUS-X509FA-BR301T-i3-10110U-TRANSPERANT-International/dp/B09CH8MY6V/ref=sr_1_229?keywords=laptop&qid=1636205460&sr=8-229,,,,
142,B09H4VM8QR,(Renewed) HP EliteBook 14 inch (35.56 cm) HD Laptop (AMD A8 Pro/4 GB RAM/320 GB HDD/Wifi/Bluetooth/Windows 10 Pro/MS Office/Webcam/AMD R5 Graphics/Thin & Light)  ,5.0,1,"₹23,999",https://m.media-amazon.com/images/I/71PLjkFIEKL._AC_UY218_.jpg,https://www.amazon.in/Renewed-HP-EliteBook-Bluetooth-Graphics/dp/B09H4VM8QR/ref=sr_1_231?keywords=laptop&qid=1636205460&sr=8-231,,,,
