,Product_code,Product_name,Rating,number_of_reveiws,Price,Images,Link,Reveiw Link,Brand
31,B08DDYYZ3G,"AVITA Essential NE14A2INC433-CR 14"" (35.56cms)Laptop (Celeron N4000/4GB/128GB SSD/Window 10 Home in S Mode/Integrated Graphics), Concrete Grey  ",3.9,1155,37990,https://m.media-amazon.com/images/I/61NsZ6UrfPL._AC_UY218_.jpg,https://www.amazon.in/AVITA-Essential-NE14A2INC433-CR-Integrated-Graphics/dp/B08DDYYZ3G/ref=sr_1_37?dchild=1&keywords=laptop&qid=1632408231&sr=8-37,https://www.amazon.in/AVITA-Essential-NE14A2INC433-CR-Integrated-Graphics/product-reviews/B08DDYYZ3G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,AVITA
32,B097SZ3FXB,"Dell Vostro 3401 14"" FHD Display Laptop (i3-1005G1 / 8GB / 256GB SSD / Integrated Graphics / Win10 + MSO Black) D552181WIN9BE  ",4.1,7,42120,https://m.media-amazon.com/images/I/51IsQHLroNL._AC_UY218_.jpg,https://www.amazon.in/Dell-Vostro-3401-Integrated-D552181WIN9BE/dp/B097SZ3FXB/ref=sr_1_38?dchild=1&keywords=laptop&qid=1632408231&sr=8-38,https://www.amazon.in/Dell-Vostro-3401-Integrated-D552181WIN9BE/product-reviews/B097SZ3FXB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
33,B09DMT6V7G,"Lenovo Ideapad Slim 3 10th Gen Intel Core i3 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/256 GB SSD/UHD Graphics/Windows 10/MS Office/Platinum Grey/1.7Kg), 81WB012DIN  ",4.1,46,39990,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Ideapad-Graphics-Platinum-81WB012DIN/dp/B09DMT6V7G/ref=sr_1_39?dchild=1&keywords=laptop&qid=1632408231&sr=8-39,https://www.amazon.in/Lenovo-Graphics-Warranty-Platinum-81WB012DIN/product-reviews/B09DMT6V7G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
34,B097SYQL3M,"Dell 14 (2021) i3-1125G4 2in1 Touch Screen Laptop, 8Gb RAM, 256Gb SSD, 14” (35.56 cms) FHD Display, Win 10 + MSO, Backlit KB + FPR, Silver Color (Inspiron 5410, D560563WIN9S)  ",3.8,127,46999,https://m.media-amazon.com/images/I/71hFNVZKcoS._AC_UY218_.jpg,https://www.amazon.in/Dell-i3-1125G4-Inspiron-5410-D560563WIN9S/dp/B097SYQL3M/ref=sr_1_40?dchild=1&keywords=laptop&qid=1632408231&sr=8-40,https://www.amazon.in/Dell-i3-1125G4-Inspiron-5410-D560563WIN9S/product-reviews/B097SYQL3M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
35,B09BJYRRZ2,Lenovo V14 AMD Ryzen 3 3250U 14.1-inch HD Laptop (8GB/1TB/Windows 10/AMD Radeon Graphics/Grey/1.85Kg)  ,3.1,12,35999,https://m.media-amazon.com/images/I/51fxSsdY1KL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-14-1-inch-Laptop-Windows-Graphics/dp/B09BJYRRZ2/ref=sr_1_41?dchild=1&keywords=laptop&qid=1632408231&sr=8-41,,LENOVO
36,B08T6SJ215,"HP 15 (2021) Thin & Light Ryzen 3-3250 Laptop, 8 GB RAM, 1TB HDD, 39.62 cms (15.6"") FHD Screen, Windows 10, MS Office (15s-gr0011AU)  ",3.9,1673,36999,https://m.media-amazon.com/images/I/71SMr4ZGf1L._AC_UY218_.jpg,https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0011AU/dp/B08T6SJ215/ref=sr_1_42?dchild=1&keywords=laptop&qid=1632408231&sr=8-42,https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0011AU/product-reviews/B08T6SJ215/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
37,B08T6THSMQ,"HP 15 (2021) Thin & Light Ryzen 3-3250 Laptop, 8 GB RAM, 1TB HDD + 256GB SSD, 15.6"" (39.2 cms) FHD Screen, Windows 10, MS Office (15s-gr0012AU)  ",4.2,1679,40999,https://m.media-amazon.com/images/I/71SMr4ZGf1L._AC_UY218_.jpg,https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0012AU/dp/B08T6THSMQ/ref=sr_1_45?dchild=1&keywords=laptop&qid=1632408231&sr=8-45,https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0012AU/product-reviews/B08T6THSMQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
38,B097SZHHLC,"Dell Vostro 3400 14"" FHD Display Laptop (i3-1115G4 / 8GB / 256GB SSD / Integrated Graphics / Win10 + MSO / Black) D552190WIN9BE  ",4.3,9,40990,https://m.media-amazon.com/images/I/51IsQHLroNL._AC_UY218_.jpg,https://www.amazon.in/Dell-Vostro-3400-Integrated-D552190WIN9BE/dp/B097SZHHLC/ref=sr_1_47?dchild=1&keywords=laptop&qid=1632408231&sr=8-47,https://www.amazon.in/Dell-Vostro-3400-Integrated-D552190WIN9BE/product-reviews/B097SZHHLC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
41,B0999B6MT3,"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6"" (39.63cm) FHD Thin & Light Laptop (8GB/1TB HDD/Windows 10/MS Office/Intel UHD Graphics/2 Year Warranty/Platinum Grey/1.7Kg), 81WB015JIN  ",3.9,554,39990,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Graphics-Warranty-Platinum-81WB015JIN/dp/B0999B6MT3/ref=sr_1_51?dchild=1&keywords=laptop&qid=1632408231&sr=8-51,https://www.amazon.in/Lenovo-IdeaPad-Business-Graphics-Platinum/product-reviews/B0999B6MT3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
42,B095KPHGYQ,"Lenovo IdeaPad Slim 3 (2021)| 11th Gen Intel Core i3 |14""FHD IPS Thin and Light Laptop|4side narrow bezel (8GB/512GB SSD/Win10/Office 2019/Backlit KB/Fingerprint Reader/Arctic Grey/1.41Kg), 82H700K7IN  ",4.2,125,45990,https://m.media-amazon.com/images/I/61XJ6xrICAL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-IdeaPad-Backlit-Fingerprint-82H700K7IN/dp/B095KPHGYQ/ref=sr_1_51?dchild=1&keywords=laptop&qid=1632408233&sr=8-51,https://www.amazon.in/Lenovo-IdeaPad-Backlit-Fingerprint-82H700K7IN/product-reviews/B095KPHGYQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
43,B08CZ2KNS4,"HP Pavilion Gaming 15.6-inch(39.62 cms) FHD Gaming Laptop (Ryzen 5-4600H/8GB/1TB HDD/M.2 Slot/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black), 15-ec1024AX  ",4.0,569,60990,https://m.media-amazon.com/images/I/71FeUtw+TPL._AC_UY218_.jpg,https://www.amazon.in/HP-Pavilion-15-6-inch-5-4600H-15-ec1024AX/dp/B08CZ2KNS4/ref=sr_1_52?dchild=1&keywords=laptop&qid=1632408233&sr=8-52,https://www.amazon.in/HP-Pavilion-15-6-inch-5-4600H-15-ec1024AX/product-reviews/B08CZ2KNS4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
44,B091B6K2ZM,"(Renewed) Fujitsu Intel Core i5 3340M 15.6-Inch (39.62 cms) 1366 X 768 Laptop (4 GB/320 GB HDD/Windows/Intel HD Graphics/Black/2.40 Kg), A573  ",3.9,195,23990,https://m.media-amazon.com/images/I/61J5eB-TdyL._AC_UY218_.jpg,https://www.amazon.in/Renewed-Fujitsu-15-6-Inch-Windows-Graphics/dp/B091B6K2ZM/ref=sr_1_53?dchild=1&keywords=laptop&qid=1632408233&sr=8-53,https://www.amazon.in/Renewed-Fujitsu-15-6-Inch-Windows-Graphics/product-reviews/B091B6K2ZM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,FUJITSU
45,B083SNGBLF,"HP 15 Thin & Light Ryzen 3-3250 Laptop, 4 GB RAM, 1TB HDD, 38.1 cms (15"") FHD Screen, Windows 10, MS Office (15s-gr0006au)  ",3.3,703,23990,https://m.media-amazon.com/images/I/719F8WdfBzL._AC_UY218_.jpg,https://www.amazon.in/HP-db1060au-Laptop-Ryzen3-Microsoft-Natural/dp/B083SNGBLF/ref=sr_1_54?dchild=1&keywords=laptop&qid=1632408233&sr=8-54,https://www.amazon.in/HP-db1060au-Laptop-Ryzen3-Microsoft-Natural/product-reviews/B083SNGBLF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
46,B08X4P6V2M,Dell Vostro 3401 14 inch (35.5 cm) FHD Display Laptop (11th Gen i3-1115G4 / 8GB / 1TB HDD / Integrated Graphics / Win 10 + MSO / Accent Black) D552175WIN9BE  ,3.8,294,43726,https://m.media-amazon.com/images/I/8147cwFm2PL._AC_UY218_.jpg,https://www.amazon.in/Dell-i3-1115G4-Integrated-Graphics-D552175WIN9BE/dp/B08X4P6V2M/ref=sr_1_55?dchild=1&keywords=laptop&qid=1632408233&sr=8-55,https://www.amazon.in/Dell-i3-1115G4-Integrated-Graphics-D552175WIN9BE/product-reviews/B08X4P6V2M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
47,B08PQR77JB,"ASUS VivoBook Ultra 15 (2020) Intel Core i3-1115G4 11th Gen, 15.6-inch (39.62 cms) FHD T&L Laptop (8GB RAM/256GB NVMe SSD/Windows 10/Office 2019/Integrated Graphics/Star Black/1.8 Kg), X513EA-BQ312TS  ",4.3,197,43990,https://m.media-amazon.com/images/I/612rSZsXxyL._AC_UY218_.jpg,https://www.amazon.in/ASUS-i3-1115G4-15-6-inch-Integrated-X513EA-BQ312TS/dp/B08PQR77JB/ref=sr_1_56?dchild=1&keywords=laptop&qid=1632408233&sr=8-56,https://www.amazon.in/ASUS-i3-1115G4-15-6-inch-Integrated-X513EA-BQ312TS/product-reviews/B08PQR77JB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ASUS
49,B08R777GBL,"Dell 14 (2021) Thin & Light i3-1005G1 Laptop, 4Gb RAM, 1TB HDD + 256GB SSD, 14” (35.56 Cms) FHD AG Display, Win 10 + MSO, Black (Vostro 3401, D552151WIN9BE)  ",4.2,292,44595,https://m.media-amazon.com/images/I/8147cwFm2PL._AC_UY218_.jpg,https://www.amazon.in/Dell-i3-1005G1-Integrated-Graphics-D552151WIN9BE/dp/B08R777GBL/ref=sr_1_58?dchild=1&keywords=laptop&qid=1632408233&sr=8-58,https://www.amazon.in/Dell-i3-1005G1-Integrated-Graphics-D552151WIN9BE/product-reviews/B08R777GBL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
50,B08C5WSTR6,"HP Chromebook x360 Intel Celeron N4020 Processor 12-inch (30.48 cms) Touchscreen Laptop (4GB/64GB eMMC Storage/Chrome OS/Natural Silver), 12b-ca0010TU  ",4.1,360,33330,https://m.media-amazon.com/images/I/71WDdKKrkEL._AC_UY218_.jpg,https://www.amazon.in/HP-Chromebook-12b-ca0010TU-Touchscreen-Integrated/dp/B08C5WSTR6/ref=sr_1_61?dchild=1&keywords=laptop&qid=1632408233&sr=8-61,https://www.amazon.in/HP-Chromebook-12b-ca0010TU-Touchscreen-Integrated/product-reviews/B08C5WSTR6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
52,B08SML9W2R,"(Renewed) Dell Intel Core i3 4005U 14-Inch (35.56 cms) HD (1366 X 768) Pixels Laptop (4 GB/128 GB SSD/Windows 10 Pro/Intel/Grey/1.75 Kg), 3340-i3-4-128  ",4.1,124,28990,https://m.media-amazon.com/images/I/510KHEHCmxL._AC_UY218_.jpg,https://www.amazon.in/Renewed-Dell-14-Inch-Windows-3340-i3-4-128/dp/B08SML9W2R/ref=sr_1_64?dchild=1&keywords=laptop&qid=1632408233&sr=8-64,https://www.amazon.in/Renewed-Dell-14-Inch-Windows-3340-i3-4-128/product-reviews/B08SML9W2R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
55,B096SB3YGV,"(Renewed) Lenovo ThinkCenter 17 inch (43.18 cm) All in One Desktop Set ( Intel i3 2120/ 4 GB/ 500 GB HDD /17"" HD Monitor+ Keyboard+Mouse+ HD Webcam+Mic+Speakers+Wifi)/Windows 10 Pro/MS Office  ",4.0,1,16999,https://m.media-amazon.com/images/I/81lYamugJRL._AC_UY218_.jpg,https://www.amazon.in/Renewed-Lenovo-ThinkCenter-Keyboard-Speakers/dp/B096SB3YGV/ref=sr_1_68?dchild=1&keywords=laptop&qid=1632408233&sr=8-68,https://www.amazon.in/Renewed-Lenovo-ThinkCenter-Keyboard-Speakers/product-reviews/B096SB3YGV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
56,B092QWM5ZJ,"HP 250 G8 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10) 250 G8 Intel Core i5 Business Laptop (15.6 inch, Black Grey, 1.78 kg)  ",4.5,2,54237,https://m.media-amazon.com/images/I/31tn0g4C1SS._AC_UY218_.jpg,https://www.amazon.in/HP-250-G8-Core-i5/dp/B092QWM5ZJ/ref=sr_1_67?dchild=1&keywords=laptop&qid=1632408235&sr=8-67,,HP
57,B08XBZBFCQ,"HP Pavilion (2021) 11th Gen Core i5 Laptop, 16 GB RAM, 2GB NVIDIA Graphics, 512GB SSD, 15.6""(39.62cms) FHD Screen, Windows 10, MS Office, Finger Print Reader, Alexa Built-in (15-eg0103TX)  ",4.3,251,79000,https://m.media-amazon.com/images/I/51sbPFGXFqL._AC_UY218_.jpg,https://www.amazon.in/HP-Pavilion-Graphics-39-62cms-15-eg0103TX/dp/B08XBZBFCQ/ref=sr_1_69?dchild=1&keywords=laptop&qid=1632408235&sr=8-69,https://www.amazon.in/HP-Pavilion-Graphics-39-62cms-15-eg0103TX/product-reviews/B08XBZBFCQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
58,B095S8HPMY,Dell Inspiron 7415 14 inch FHD Touch Display 2in1 Laptop (R5 5500U / 8GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Backlit KB + FPR + Active Pen /Pebble Metal Color) D560470WIN9P  ,4.1,77,69990,https://m.media-amazon.com/images/I/514FlU4YKBS._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-7415-Integrated-D560470WIN9P/dp/B095S8HPMY/ref=sr_1_70?dchild=1&keywords=laptop&qid=1632408235&sr=8-70,https://www.amazon.in/Dell-Inspiron-7415-Integrated-D560470WIN9P/product-reviews/B095S8HPMY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
60,B0999C7769,"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6"" (39.63cm) FHD Thin & Light Laptop (4GB/256GB SSD/Windows 10/MS Office/Intel UHD Graphics/2 Year Warranty/Platinum Grey/1.7Kg), 81WB0158IN  ",4.0,460,37440,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Graphics-Warranty-Platinum-81WB0158IN/dp/B0999C7769/ref=sr_1_77?dchild=1&keywords=laptop&qid=1632408235&sr=8-77,https://www.amazon.in/Lenovo-Graphics-Warranty-Platinum-81WB0158IN/product-reviews/B0999C7769/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
61,B09C8Y45XH,"(Renewed) Dell Latitude 6520 Core i5 2nd Gen | 4Gb Ram | 320 Gb Hdd | 15.6"" True View Led Screen| Numeric Keypad | Wifi | Webcam | Windows 10 | Charger  ",1.6,5,23999,https://m.media-amazon.com/images/I/61AaS1ZfOWL._AC_UY218_.jpg,https://www.amazon.in/Renewed-Dell-Latitude-Numeric-Windows/dp/B09C8Y45XH/ref=sr_1_79?dchild=1&keywords=laptop&qid=1632408235&sr=8-79,https://www.amazon.in/Renewed-Dell-Latitude-Numeric-Business/product-reviews/B09C8Y45XH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
62,B08CDV49P2,"ASUS VivoBook Flip 14 (2020), Intel Core i3-1115G4 11th Gen, 14"" FHD Touch Thin and Light 2-in-1 Laptop (8GB RAM/256GB SSD/Office 2019/Windows 10/Integrated Graphics/Silver/1.5 Kg), TP470EA-EC301TS  ",4.7,28,52480,https://m.media-amazon.com/images/I/717iUvkXm9L._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-i3-1115G4-Integrated-TP470EA-EC301TS/dp/B08CDV49P2/ref=sr_1_80?dchild=1&keywords=laptop&qid=1632408235&sr=8-80,https://www.amazon.in/ASUS-VivoBook-i3-1115G4-Integrated-TP470EA-EC301TS/product-reviews/B08CDV49P2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ASUS
63,B08RXZCXH6,"Dell Vostro 3400 14"" (35.56 cms) FHD Anti Glare Display Laptop (11th Gen i5-1135G7 / 8GB / 1TB / Integrated Graphics / Win 10 + MS Office / Black/ 1.58Kg) D552154WIN9BE  ",3.4,134,52990,https://m.media-amazon.com/images/I/8147cwFm2PL._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-1135G7-Integrated-Graphics-D552154WIN9BE/dp/B08RXZCXH6/ref=sr_1_82?dchild=1&keywords=laptop&qid=1632408235&sr=8-82,https://www.amazon.in/Dell-i5-1135G7-Integrated-Graphics-D552154WIN9BE/product-reviews/B08RXZCXH6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
64,B08B9X82C6,Dell Latitude 3510 Intel Core i3-10110U /4GB/1TB/UBUNTU/15.6 INCH Screen/1 Year Warranty  ,3.5,30,40929,https://m.media-amazon.com/images/I/71CYNhZZfAL._AC_UY218_.jpg,https://www.amazon.in/Dell-Latitude-3510-i3-10110U-Warranty/dp/B08B9X82C6/ref=sr_1_83?dchild=1&keywords=laptop&qid=1632408235&sr=8-83,https://www.amazon.in/Dell-Latitude-3510-i3-10110U-Warranty/product-reviews/B08B9X82C6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
65,B095JZLDSF,"HP 14 (2021) Thin & Light 11th Gen Core i3 Laptop, 8GB RAM, 256GB SSD, Intel UHD Graphics, 14-inch (35.56 cms) HD Screen, Windows 10, MS Office, Alexa Built-in (14s-dq2100TU)  ",3.4,1312,41990,https://m.media-amazon.com/images/I/71CiYVzgJsL._AC_UY218_.jpg,https://www.amazon.in/HP-Graphics-14-inch-Windows-14s-dq2100TU/dp/B095JZLDSF/ref=sr_1_83?dchild=1&keywords=laptop&qid=1632408238&sr=8-83,https://www.amazon.in/HP-Graphics-14-inch-Windows-14s-dq2100TU/product-reviews/B095JZLDSF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
66,B08DHZS1XQ,Lenovo 82C7A006IH V15 ADA Laptop (AMD Athlon Silver 3050U/4GB Ram/ 1TB HDD/ 15.6 inch HD AG/ Windows-10/Integrated AMD Radeon Graphics/ Iron Grey)  ,3.3,145,30800,https://m.media-amazon.com/images/I/51RSK3t7tsL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-82C7A006IH-Windows-10-Integrated-Graphics/dp/B08DHZS1XQ/ref=sr_1_84?dchild=1&keywords=laptop&qid=1632408238&sr=8-84,https://www.amazon.in/Lenovo-82C7A006IH-Windows-10-Integrated-Graphics/product-reviews/B08DHZS1XQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
67,B099X41XHY,"Dell Inspiron 3505 15.6"" FHD AG Display Laptop (R3-3250U/ 8GB DDR4/ 256GB SSD/ Win 10 + MS Office/ Radeon Graphics/ Soft Mint Color) D560486WIN9S  ",3.4,17,39990,https://m.media-amazon.com/images/I/51UZShSOtFL._AC_UY218_.jpg,https://www.amazon.in/Dell-Inspiron-3505-R3-3250U-D560486WIN9S/dp/B099X41XHY/ref=sr_1_85?dchild=1&keywords=laptop&qid=1632408238&sr=8-85,https://www.amazon.in/Dell-Inspiron-3505-R3-3250U-D560486WIN9S/product-reviews/B099X41XHY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
68,B09999TTV3,"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i5 15.6 FHD Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/2 Year Warranty/Arctic Grey/1.65Kg), 82H801CWIN  ",4.0,448,56990,https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-IdeaPad-Keyboard-Warranty-82H801CWIN/dp/B09999TTV3/ref=sr_1_87?dchild=1&keywords=laptop&qid=1632408238&sr=8-87,https://www.amazon.in/Lenovo-IdeaPad-Business-Keyboard-82H801CWIN/product-reviews/B09999TTV3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
69,B095YC5VH4,"HP 15 (2021) Thin & Light 10th Gen Intel Core i3 Laptop, 8GB RAM, 512GB SSD, 39.62 cms (15.6"") FHD Screen, Windows 10, MS Office, Jet Black (15s-du1516TU)  ",3.9,31,42990,https://m.media-amazon.com/images/I/81Ne5qKmE8L._AC_UY218_.jpg,https://www.amazon.in/HP-Laptop-Screen-Windows-15s-du1516TU/dp/B095YC5VH4/ref=sr_1_88?dchild=1&keywords=laptop&qid=1632408238&sr=8-88,https://www.amazon.in/HP-Laptop-Screen-Windows-15s-du1516TU/product-reviews/B095YC5VH4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
70,B09DY8BGSY,"HP Pavilion Gaming 10th Gen Intel Core i5 15.6-inch (39.6 cms) FHD Gaming Laptop (8GB/256GB SSD + 1TB HDD/144Hz/GTX 1650Ti 4GB Graphics/Windows 10/MS Office/2.28 kg), 15-dk1514TX  ",4.3,85,69990,https://m.media-amazon.com/images/I/611VHOvjkES._AC_UY218_.jpg,https://www.amazon.in/HP-Pavilion-15-6-inch-Graphics-15-dk1514TX/dp/B09DY8BGSY/ref=sr_1_89?dchild=1&keywords=laptop&qid=1632408238&sr=8-89,https://www.amazon.in/HP-Pavilion-15-6-inch-Graphics-15-dk1514TX/product-reviews/B09DY8BGSY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
71,B08S3MGDS3,"HP 15 11th Gen Intel Core i3 Processor 15.6"" (39.62cms) FHD Laptop with Alexa Built-in(i3-1115G4/8GB/1TB HDD/M.2 Slot/Win 10/MS Office/Natural Silver/1.76 Kg), 15s-du3038TU  ",3.5,365,42490,https://m.media-amazon.com/images/I/81pG0gZywML._AC_UY218_.jpg,https://www.amazon.in/HP-Processor-39-62cms-i3-1115G4-15s-du3038TU/dp/B08S3MGDS3/ref=sr_1_90?dchild=1&keywords=laptop&qid=1632408238&sr=8-90,https://www.amazon.in/HP-Processor-39-62cms-i3-1115G4-15s-du3038TU/product-reviews/B08S3MGDS3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
72,B08N5XSG8Z,"2020 Apple MacBook Air (13.3-inch/33.78 cm, Apple M1 chip with 8‑core CPU and 7‑core GPU, 8GB RAM, 256GB SSD) - Gold  ",4.7,972,88490,https://m.media-amazon.com/images/I/71vFKBpKakL._AC_UY218_.jpg,https://www.amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5XSG8Z/ref=sr_1_93?dchild=1&keywords=laptop&qid=1632408238&sr=8-93,https://www.amazon.in/Apple-MacBook-Chip-13-inch-512GB/product-reviews/B08N5YD6NF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,APPLE
73,B096SKD3V7,"Lenovo IdeaPad Slim 3 2021 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit/Fingerprint Reader/2 Yr Warranty/Arctic Grey/1.41kg), 82H700KTIN  ",4.3,216,59990,https://m.media-amazon.com/images/I/61XJ6xrICAL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-IdeaPad-Fingerprint-Warranty-82H700KTIN/dp/B096SKD3V7/ref=sr_1_94?dchild=1&keywords=laptop&qid=1632408238&sr=8-94,https://www.amazon.in/Lenovo-IdeaPad-Fingerprint-Warranty-82H700KTIN/product-reviews/B096SKD3V7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
75,B07NV1WJ3P,"HP EliteBook 840 G2, Intel Core i5-5300U up to 2.3 GHz, 8GB RAM, 500 GB SATA Laptop Computer Windows 10 Pro (Renewed)  ",4.1,224,33000,https://m.media-amazon.com/images/I/61hAoYBw8vL._AC_UY218_.jpg,https://www.amazon.in/HP-EliteBook-i5-5300U-Computer-Windows/dp/B07NV1WJ3P/ref=sr_1_96?dchild=1&keywords=laptop&qid=1632408238&sr=8-96,,HP
76,B08CJ1513V,"HP Pavilion Gaming 15.6"" (39.62cms) FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black), 15-ec0101AX  ",3.7,21,54990,https://m.media-amazon.com/images/I/71VlaIUD10L._AC_UY218_.jpg,https://www.amazon.in/HP-Pavilion-15-6-inch-5-3550H-15-ec0101AX/dp/B08CJ1513V/ref=sr_1_97?dchild=1&keywords=laptop&qid=1632408238&sr=8-97,https://www.amazon.in/HP-Pavilion-15-6-inch-5-3550H-15-ec0101AX/product-reviews/B08CJ1513V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HP
79,B097T1WN1Y,"Dell Vostro 3400 14"" FHD Display Laptop (i5-1135G7 / 8GB / 1TB HDD + 256GB SSD / Integrated Graphics / Win10 + MSO / Black) D552186WIN9BE  ",3.0,4,57990,https://m.media-amazon.com/images/I/51IsQHLroNL._AC_UY218_.jpg,https://www.amazon.in/Dell-Vostro-3400-Integrated-D552186WIN9BE/dp/B097T1WN1Y/ref=sr_1_101?dchild=1&keywords=laptop&qid=1632408242&sr=8-101,https://www.amazon.in/Dell-Vostro-3400-Integrated-D552186WIN9BE/product-reviews/B097T1WN1Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DELL
81,B08PV3L6WR,"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6"" (39.62cms) Full HD IPS Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/Fingerprint Reader/Platinum Grey/1.85Kg), 81WE018TIN  ",4.3,216,39990,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-39-62cms-Fingerprint-Platinum-81WE018TIN/dp/B08PV3L6WR/ref=sr_1_103?dchild=1&keywords=laptop&qid=1632408242&sr=8-103,https://www.amazon.in/Lenovo-39-62cms-Fingerprint-Platinum-81WE018TIN/product-reviews/B08PV3L6WR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LENOVO
